Area,Locality,Colony,Lane,Area (sq.ft.),BHK,Bathrooms,Furnishing Status,Distance to School (km),Distance to Hospital (km),Distance to Metro (km),Age of Property (years),Price (Lakhs),Full Address,Latitude,Longitude
Viman Nagar,Lunkad Colony,Colony 1,Lane No. 5,496,3,3,Unfurnished,3.25,1.88,2.12,8,45.265,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Aundh,ITI Road,Colony 5,Lane No. 2,2138,2,2,Semi-Furnished,3.06,3.94,3.14,6,327.69,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Katraj,Bharti Vidyapeeth Campus,Colony 3,Lane No. 3,2215,4,3,Furnished,2.56,0.69,1.68,12,709.83,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Vishwakarma Nagar,Colony 6,Lane No. 5,1058,3,3,Unfurnished,2.69,3.8,1.26,9,95.42500000000001,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Kothrud,Ideal Colony,Colony 4,Lane No. 2,1448,1,1,Furnished,1.7,2.7,2.73,5,40.975,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Katraj,Gokulnagar,Colony 7,Lane No. 3,612,3,3,Furnished,2.0,0.8,2.25,6,53.845,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Wakad,Jambulkar Nagar,Colony 4,Lane No. 4,2119,1,1,Semi-Furnished,2.6,0.67,1.44,0,91.63,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Kondhwa,Salisbury Park,Colony 2,Lane No. 1,2185,1,1,Semi-Furnished,2.53,3.48,4.58,19,63.635000000000005,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Baner,Balewadi Phata,Colony 5,Lane No. 5,1785,1,1,Unfurnished,3.18,2.83,5.13,20,106.53500000000001,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Hinjewadi,Phase 1,Colony 4,Lane No. 4,2554,3,3,Unfurnished,2.52,3.54,3.18,3,314.15999999999997,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Wakad,Jambulkar Nagar,Colony 6,Lane No. 4,2871,5,3,Furnished,0.7,2.31,5.03,9,966.185,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Kondhwa,NIBM Road,Colony 1,Lane No. 3,986,5,3,Furnished,3.3,1.51,4.93,12,188.265,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Viman Nagar,Tingre Nagar,Colony 3,Lane No. 5,1052,5,3,Furnished,2.56,3.07,4.12,18,350.57,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Katraj,Vignaharta Colony,Colony 4,Lane No. 5,1534,4,3,Unfurnished,4.12,3.92,4.49,9,480.48,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Viman Nagar,Tingre Nagar,Colony 7,Lane No. 5,817,5,3,Unfurnished,3.48,1.07,4.61,10,252.67,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Baner,Pashan Link Road,Colony 2,Lane No. 1,1296,4,3,Semi-Furnished,4.5,2.1,5.24,10,168.07999999999998,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Kondhwa,Salisbury Park,Colony 1,Lane No. 3,979,4,3,Semi-Furnished,4.17,2.89,3.09,12,141.68,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Wakad,Jambulkar Nagar,Colony 4,Lane No. 3,2012,1,1,Unfurnished,3.65,3.73,1.04,13,152.845,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Hadapsar,Magarpatta City,Colony 2,Lane No. 3,1478,5,3,Semi-Furnished,3.27,2.12,1.54,16,212.465,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Wakad,Jambulkar Nagar,Colony 6,Lane No. 2,406,4,3,Semi-Furnished,4.05,0.6,4.54,1,52.03,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Baner,Pashan Link Road,Colony 4,Lane No. 4,2340,5,3,Furnished,1.15,3.22,1.48,7,757.515,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Aundh,Baner Pashan Link,Colony 3,Lane No. 4,784,1,1,Unfurnished,2.78,2.72,3.8,1,53.57,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Viman Nagar,Lunkad Colony,Colony 2,Lane No. 4,778,3,3,Semi-Furnished,3.04,2.69,2.68,2,134.53,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Wakad,Jambulkar Nagar,Colony 2,Lane No. 2,975,2,2,Semi-Furnished,4.19,3.93,3.38,5,77.77000000000001,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Katraj,Gokulnagar,Colony 7,Lane No. 5,961,4,3,Unfurnished,1.72,1.55,3.28,12,217.03,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Kondhwa,Salisbury Park,Colony 4,Lane No. 5,1998,1,1,Semi-Furnished,1.95,3.21,4.66,4,103.67500000000001,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Baner,Pashan Link Road,Colony 4,Lane No. 2,2616,1,1,Unfurnished,4.09,2.61,5.67,3,154.825,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hinjewadi,Phase 1,Colony 7,Lane No. 4,1732,5,3,Furnished,1.45,2.26,1.88,19,542.63,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Kondhwa,Salisbury Park,Colony 5,Lane No. 3,2090,3,3,Unfurnished,2.1,0.74,5.63,2,265.925,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Aundh,Parihar Chowk,Colony 1,Lane No. 1,2269,1,1,Furnished,1.65,3.18,3.65,2,171.49,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Hinjewadi,Phase 2,Colony 2,Lane No. 5,2475,4,3,Semi-Furnished,3.56,2.57,4.15,14,589.875,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Hadapsar,Amanora Park Town,Colony 1,Lane No. 2,1437,3,3,Unfurnished,3.9,0.78,3.36,13,350.46,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Katraj,Gokulnagar,Colony 5,Lane No. 2,1117,5,3,Semi-Furnished,4.01,1.67,5.84,12,242.66,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Aundh,Parihar Chowk,Colony 2,Lane No. 5,1149,2,2,Semi-Furnished,2.72,0.77,1.23,8,106.37,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Hinjewadi,Phase 1,Colony 2,Lane No. 3,2228,4,3,Semi-Furnished,3.44,3.07,3.25,5,675.62,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Wakad,Jambulkar Nagar,Colony 5,Lane No. 2,2166,5,3,Furnished,1.76,2.56,5.86,11,619.52,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Kothrud,Ideal Colony,Colony 7,Lane No. 3,1778,2,2,Semi-Furnished,4.74,3.89,1.31,7,109.44999999999999,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Katraj,Vignaharta Colony,Colony 7,Lane No. 4,2211,4,3,Furnished,3.97,3.16,1.84,15,471.46,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Viman Nagar,Lunkad Colony,Colony 2,Lane No. 3,2508,1,1,Semi-Furnished,1.2,1.4,3.01,1,80.96000000000001,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Bibwewadi,Market Yard,Colony 4,Lane No. 3,2467,4,3,Semi-Furnished,2.8,2.53,3.25,4,467.39000000000004,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Veerbhadra Nagar,Colony 4,Lane No. 4,829,5,3,Semi-Furnished,0.97,1.18,3.3,18,130.9,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Baner,Veerbhadra Nagar,Colony 6,Lane No. 4,877,3,3,Unfurnished,1.15,0.85,4.27,8,144.20999999999998,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Wakad,Jambulkar Nagar,Colony 4,Lane No. 3,1813,3,3,Furnished,3.17,1.05,1.58,4,161.37,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Hinjewadi,Phase 2,Colony 2,Lane No. 5,2809,3,3,Furnished,4.94,2.32,2.37,19,609.0699999999999,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Baner,Pashan Link Road,Colony 5,Lane No. 4,1623,4,3,Unfurnished,4.74,0.62,3.35,7,462.0,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Viman Nagar,Lunkad Colony,Colony 2,Lane No. 4,760,3,3,Unfurnished,3.79,2.97,2.75,12,74.745,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Hadapsar,Magarpatta City,Colony 5,Lane No. 2,2039,1,1,Semi-Furnished,2.42,0.9,1.1,5,71.225,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Kothrud,Ideal Colony,Colony 1,Lane No. 1,1029,4,3,Unfurnished,4.7,3.66,4.89,20,220.22,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Bibwewadi,Market Yard,Colony 7,Lane No. 2,902,5,3,Unfurnished,3.71,3.07,1.1,10,240.845,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Kondhwa,NIBM Road,Colony 4,Lane No. 2,1764,2,2,Semi-Furnished,3.12,0.64,4.4,6,197.065,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Kondhwa,Yewalewadi,Colony 1,Lane No. 3,629,1,1,Unfurnished,2.54,2.9,1.13,12,23.155,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Kondhwa,Salisbury Park,Colony 6,Lane No. 4,868,5,3,Unfurnished,2.84,3.84,1.15,18,348.645,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hadapsar,Amanora Park Town,Colony 3,Lane No. 1,850,1,1,Unfurnished,1.44,1.9,5.02,3,49.885000000000005,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hadapsar,Gadital,Colony 4,Lane No. 3,2123,3,3,Unfurnished,3.52,3.28,2.79,18,390.72,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Viman Nagar,Mhada Colony,Colony 2,Lane No. 3,2344,4,3,Furnished,4.72,2.18,2.95,0,634.425,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kondhwa,Salisbury Park,Colony 2,Lane No. 4,480,3,3,Unfurnished,2.79,0.99,2.89,10,40.15,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Baner,Pashan Link Road,Colony 7,Lane No. 1,2516,2,2,Unfurnished,4.54,3.94,5.09,11,158.07,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Katraj,Bharti Vidyapeeth Campus,Colony 1,Lane No. 3,1639,5,3,Unfurnished,3.33,3.87,2.17,9,523.765,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Vishwakarma Nagar,Colony 5,Lane No. 3,2548,5,3,Semi-Furnished,2.99,3.2,1.28,14,1039.17,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Baner,Balewadi Phata,Colony 1,Lane No. 5,1971,3,3,Semi-Furnished,4.67,3.15,1.19,3,312.78499999999997,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Hadapsar,Magarpatta City,Colony 2,Lane No. 1,1498,5,3,Furnished,3.17,3.49,4.96,2,358.93,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Katraj,Bharti Vidyapeeth Campus,Colony 3,Lane No. 2,2726,1,1,Semi-Furnished,4.32,2.62,5.44,1,92.07,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Baner,Pashan Link Road,Colony 5,Lane No. 5,2837,3,3,Semi-Furnished,1.29,1.74,4.58,5,475.475,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Bibwewadi,Vishwakarma Nagar,Colony 7,Lane No. 5,1026,1,1,Semi-Furnished,1.8,3.38,5.78,11,60.169999999999995,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Bibwewadi,Shree Colony,Colony 1,Lane No. 3,881,3,3,Semi-Furnished,2.03,3.96,4.7,7,164.67000000000002,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Kondhwa,Yewalewadi,Colony 4,Lane No. 3,1966,3,3,Unfurnished,4.74,1.43,2.52,17,274.945,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hinjewadi,Phase 1,Colony 5,Lane No. 2,2841,2,2,Semi-Furnished,2.01,3.17,1.17,20,366.465,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Hadapsar,Gadital,Colony 5,Lane No. 3,1373,1,1,Semi-Furnished,2.26,3.11,3.17,8,41.25,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Hinjewadi,Phase 3,Colony 5,Lane No. 2,1914,4,3,Unfurnished,3.42,1.59,3.66,3,528.275,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Kothrud,Paud Road,Colony 3,Lane No. 4,948,3,3,Furnished,2.78,1.31,1.29,15,95.58999999999999,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Katraj,Bharti Vidyapeeth Campus,Colony 4,Lane No. 1,2736,5,3,Furnished,4.53,3.01,2.93,10,430.65,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Aundh,Baner Pashan Link,Colony 1,Lane No. 2,1241,4,3,Furnished,4.23,2.9,4.18,13,225.72,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kondhwa,Salisbury Park,Colony 3,Lane No. 4,1691,3,3,Unfurnished,2.63,0.84,4.08,5,156.58499999999998,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hadapsar,Amanora Park Town,Colony 6,Lane No. 2,797,1,1,Furnished,4.11,0.63,3.94,20,60.335,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hinjewadi,Phase 1,Colony 7,Lane No. 1,2063,5,3,Unfurnished,3.23,1.12,2.36,9,324.335,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Bibwewadi,Vishwakarma Nagar,Colony 1,Lane No. 4,1568,2,2,Unfurnished,0.94,1.21,3.13,6,245.245,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Aundh,ITI Road,Colony 4,Lane No. 5,1112,3,3,Unfurnished,0.6,0.62,1.99,19,135.135,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Kondhwa,Salisbury Park,Colony 1,Lane No. 3,2581,2,2,Unfurnished,2.72,2.1,2.87,18,162.965,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hadapsar,Magarpatta City,Colony 3,Lane No. 2,2008,1,1,Furnished,4.55,1.83,5.75,11,67.925,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Viman Nagar,Tingre Nagar,Colony 4,Lane No. 5,882,3,3,Unfurnished,2.29,2.45,4.8,0,218.13,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Hinjewadi,Phase 3,Colony 6,Lane No. 3,1633,5,3,Unfurnished,0.61,3.07,4.27,12,624.085,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Kondhwa,Yewalewadi,Colony 4,Lane No. 3,839,2,2,Unfurnished,4.6,3.22,1.9,7,52.635000000000005,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Wakad,Kalewadi Phata,Colony 5,Lane No. 3,2781,2,2,Unfurnished,1.45,1.43,1.09,10,229.45999999999998,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Kondhwa,Salisbury Park,Colony 7,Lane No. 1,2583,3,3,Semi-Furnished,3.52,2.61,3.75,12,633.49,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Katraj,Vignaharta Colony,Colony 4,Lane No. 3,1244,4,3,Semi-Furnished,3.74,2.81,5.56,12,236.28,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Hadapsar,Amanora Park Town,Colony 3,Lane No. 5,851,4,3,Furnished,2.31,1.22,2.06,6,223.19,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Baner,Veerbhadra Nagar,Colony 1,Lane No. 1,877,2,2,Unfurnished,4.17,2.2,5.13,16,125.235,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Wakad,Datta Mandir Road,Colony 7,Lane No. 3,1402,5,3,Unfurnished,1.67,1.64,1.81,12,247.83,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Kothrud,Paud Road,Colony 7,Lane No. 2,1131,1,1,Furnished,4.66,3.65,2.15,3,80.74,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Bibwewadi,Vishwakarma Nagar,Colony 4,Lane No. 4,1654,2,2,Unfurnished,3.46,1.54,1.55,16,178.86,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Hinjewadi,Phase 3,Colony 4,Lane No. 4,1683,1,1,Semi-Furnished,4.69,1.36,4.95,7,131.065,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Kondhwa,Yewalewadi,Colony 4,Lane No. 1,1030,5,3,Unfurnished,1.26,1.19,3.78,17,236.55499999999998,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Katraj,Bharti Vidyapeeth Campus,Colony 7,Lane No. 5,2936,5,3,Semi-Furnished,0.92,0.66,5.51,2,712.36,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Vishwakarma Nagar,Colony 6,Lane No. 4,2919,5,3,Unfurnished,4.43,1.29,3.73,2,960.08,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Wakad,Jambulkar Nagar,Colony 6,Lane No. 3,657,3,3,Furnished,1.18,1.93,4.18,17,156.97,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Katraj,Gokulnagar,Colony 7,Lane No. 1,2976,2,2,Furnished,1.59,2.39,5.03,5,335.71999999999997,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Kothrud,Karve Nagar,Colony 2,Lane No. 5,2974,3,3,Unfurnished,2.52,1.0,2.05,1,419.87,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Katraj,Vignaharta Colony,Colony 2,Lane No. 5,407,1,1,Furnished,2.36,3.77,4.53,15,22.22,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Baner,Balewadi Phata,Colony 4,Lane No. 2,2483,1,1,Unfurnished,4.68,2.5,4.29,2,149.49,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Kothrud,Paud Road,Colony 6,Lane No. 5,734,5,3,Unfurnished,1.94,2.67,3.33,0,278.355,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Bibwewadi,Shree Colony,Colony 7,Lane No. 4,2493,2,2,Semi-Furnished,3.13,2.65,3.07,2,223.355,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Katraj,Vignaharta Colony,Colony 5,Lane No. 5,406,3,3,Unfurnished,2.49,2.7,3.68,18,57.805,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Hinjewadi,Phase 2,Colony 6,Lane No. 3,2861,3,3,Unfurnished,4.55,2.01,5.58,4,635.58,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Baner,Veerbhadra Nagar,Colony 3,Lane No. 2,887,2,2,Semi-Furnished,4.98,1.26,3.01,7,140.41500000000002,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Kothrud,Karve Nagar,Colony 3,Lane No. 2,1598,4,3,Unfurnished,4.11,1.12,4.91,1,300.79499999999996,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Kothrud,Paud Road,Colony 7,Lane No. 1,2369,2,2,Semi-Furnished,3.39,2.29,3.15,9,181.17,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Kothrud,Ideal Colony,Colony 1,Lane No. 2,2257,4,3,Unfurnished,2.81,3.66,5.23,5,306.515,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Aundh,ITI Road,Colony 1,Lane No. 4,2271,3,3,Unfurnished,1.36,3.94,3.88,8,508.145,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Katraj,Gokulnagar,Colony 7,Lane No. 2,2383,2,2,Furnished,4.75,1.29,2.56,11,364.815,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Aundh,ITI Road,Colony 2,Lane No. 1,1527,4,3,Semi-Furnished,4.58,1.35,4.33,19,360.855,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Bibwewadi,Shree Colony,Colony 3,Lane No. 2,452,3,3,Furnished,2.4,1.34,5.58,10,87.725,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Katraj,Vignaharta Colony,Colony 3,Lane No. 1,1926,2,2,Furnished,3.15,1.08,3.32,0,132.825,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Katraj,Gokulnagar,Colony 1,Lane No. 1,1858,5,3,Semi-Furnished,2.84,2.05,4.76,3,372.185,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Viman Nagar,Mhada Colony,Colony 1,Lane No. 1,1702,3,3,Furnished,0.96,3.0,1.97,18,262.95500000000004,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Viman Nagar,Tingre Nagar,Colony 3,Lane No. 2,580,5,3,Semi-Furnished,4.72,0.81,5.92,13,94.6,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Bibwewadi,Vishwakarma Nagar,Colony 1,Lane No. 2,515,5,3,Unfurnished,2.52,1.33,1.97,13,82.775,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Katraj,Bharti Vidyapeeth Campus,Colony 6,Lane No. 2,1461,4,3,Unfurnished,2.4,1.2,1.83,8,471.95500000000004,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Market Yard,Colony 3,Lane No. 3,1552,2,2,Unfurnished,0.91,0.73,5.65,5,163.79000000000002,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Kothrud,Paud Road,Colony 6,Lane No. 3,2658,1,1,Unfurnished,1.73,2.7,3.97,9,117.92,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hinjewadi,Phase 1,Colony 5,Lane No. 3,1671,5,3,Semi-Furnished,2.28,0.69,4.52,6,357.995,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Kondhwa,NIBM Road,Colony 5,Lane No. 1,2079,4,3,Furnished,4.12,1.33,4.22,11,550.22,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Aundh,ITI Road,Colony 2,Lane No. 1,1767,4,3,Semi-Furnished,2.48,3.48,1.17,3,460.845,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Hadapsar,Amanora Park Town,Colony 4,Lane No. 3,728,2,2,Unfurnished,3.15,0.75,2.21,11,60.885000000000005,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Aundh,Baner Pashan Link,Colony 4,Lane No. 1,2374,1,1,Unfurnished,4.72,3.3,1.57,18,99.44,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Bibwewadi,Shree Colony,Colony 2,Lane No. 5,880,2,2,Semi-Furnished,3.21,1.71,4.92,16,144.98,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Katraj,Bharti Vidyapeeth Campus,Colony 7,Lane No. 4,1467,3,3,Unfurnished,1.71,3.88,1.19,7,247.72,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Viman Nagar,Tingre Nagar,Colony 4,Lane No. 1,2324,1,1,Unfurnished,1.23,2.68,2.09,14,129.14000000000001,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Bibwewadi,Market Yard,Colony 4,Lane No. 1,1239,4,3,Semi-Furnished,0.85,1.57,1.11,14,315.09499999999997,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Bibwewadi,Shree Colony,Colony 4,Lane No. 5,1278,3,3,Semi-Furnished,2.41,2.12,4.32,10,224.455,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Kothrud,Ideal Colony,Colony 4,Lane No. 1,1442,4,3,Furnished,0.53,3.28,4.72,15,413.435,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Hadapsar,Amanora Park Town,Colony 3,Lane No. 5,789,5,3,Semi-Furnished,3.01,1.33,5.56,17,298.32,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Baner,Pashan Link Road,Colony 7,Lane No. 5,550,3,3,Furnished,3.89,3.23,4.49,2,129.14000000000001,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Aundh,Parihar Chowk,Colony 6,Lane No. 5,1271,5,3,Unfurnished,2.95,3.21,5.33,16,278.46500000000003,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Kothrud,Ideal Colony,Colony 5,Lane No. 3,1306,5,3,Furnished,1.36,2.37,1.09,20,274.28499999999997,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Baner,Balewadi Phata,Colony 4,Lane No. 5,630,3,3,Unfurnished,1.72,1.82,1.86,4,54.505,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Baner,Veerbhadra Nagar,Colony 5,Lane No. 4,2599,4,3,Furnished,4.7,2.45,5.95,14,378.565,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Baner,Pashan Link Road,Colony 5,Lane No. 4,1773,3,3,Furnished,2.46,0.54,1.8,4,197.67,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
